OSD.latitude,OSD.longitude,OSD.height [ft],OSD.pitch,OSD.yaw [360],GIMBAL.pitch
13.19399854,-59.64129417,20,-1.2,173.3,-28.6
13.19399856,-59.64129416,20,-1,173.4,-28.6
13.19399855,-59.64129406,20,-0.3,173.5,-28.6
13.19399856,-59.64129401,20,-0.4,173.5,-28.6
13.19399849,-59.64129404,20,-0.6,173.4,-28.6
13.19399849,-59.64129404,20,-0.5,173.4,-28.6
13.19399842,-59.64129405,20,-0.5,173.6,-28.6
13.19399842,-59.64129404,20,-0.5,173.7,-28.7
13.19399832,-59.64129406,20,-0.2,173.7,-28.7
13.19399828,-59.64129407,20,0,173.7,-28.6
13.19399814,-59.64129411,20,0,173.7,-28.6
13.19399812,-59.64129412,20,-0.1,173.6,-28.6
13.19399815,-59.64129409,20,0,173.6,-28.6
13.19399814,-59.64129408,20,-0.1,173.7,-28.6
13.19399819,-59.64129411,20,-0.4,173.6,-28.6
13.19399823,-59.6412941,20,-0.8,173.6,-28.6
13.19399816,-59.64129422,20,-1,173.6,-28.6
13.19399816,-59.64129421,20,-0.8,173.6,-28.6
13.19399813,-59.64129418,20,-0.1,173.5,-28.6
13.19399812,-59.64129417,20,-0.2,173.5,-28.6
13.19399807,-59.64129417,20,-0.5,173.4,-28.7
13.19399805,-59.64129417,20,-0.3,173.4,-28.6
13.19399804,-59.64129426,20,-0.1,173.5,-28.6
13.19399802,-59.64129429,20,-0.1,173.5,-28.6
13.19399801,-59.64129428,20,0.1,173.4,-28.6
13.19399798,-59.64129429,20,-0.2,173.4,-28.6
13.19399797,-59.64129431,20,-0.1,173.2,-28.7
13.19399795,-59.6412943,20,0.2,173.3,-28.6
13.19399792,-59.64129432,20,-0.2,173.2,-28.6
13.19399792,-59.64129428,20,-0.3,173.3,-28.7
13.19399796,-59.64129434,20,0,173.3,-28.6
13.19399796,-59.64129431,20,0.1,173.4,-28.7
13.19399802,-59.64129432,20,-0.1,173.3,-28.6
13.19399808,-59.64129431,20,-1.4,173.3,-28.6
13.19399803,-59.64129431,20,-1.5,173.2,-28.7
13.19399804,-59.64129428,20,-0.9,173.3,-28.6
13.19399806,-59.64129427,20,-0.6,173.5,-28.6
13.19399808,-59.64129425,20,-0.5,173.4,-28.7
13.19399802,-59.64129425,20,-0.6,173.5,-28.6
13.19399802,-59.64129423,20,-1,173.5,-28.6
13.19399796,-59.64129429,20,-0.4,173.5,-28.6
13.19399795,-59.64129434,20,0,173.4,-28.6
13.19399793,-59.64129443,20,-0.3,173.4,-28.6
13.19399792,-59.64129443,20,-0.8,173.5,-28.6
13.19399794,-59.64129446,20,-1,173.5,-28.7
13.19399793,-59.64129446,20,-0.4,173.5,-28.7
13.19399801,-59.64129442,20,-0.1,173.4,-28.6
13.19399807,-59.64129436,20,-0.8,173.5,-28.6
13.19399802,-59.64129439,20,-1.7,173.5,-28.6
13.19399805,-59.64129439,20,-1.9,173.4,-28.6
13.19399799,-59.6412944,20,-1.9,173.4,-28.6
13.19399796,-59.64129444,20,-1.5,173.5,-28.7
13.19399794,-59.64129449,20,-0.7,173.5,-28.7
13.19399793,-59.64129451,20,-0.9,173.5,-28.6
13.19399781,-59.64129443,20,-1.3,173.5,-28.6
13.19399779,-59.64129441,20,-0.9,173.5,-28.6
13.19399777,-59.6412945,20,-0.9,173.6,-28.6
13.19399775,-59.6412945,20,-0.3,173.7,-28.7
13.19399776,-59.64129444,20,-0.2,173.8,-28.6
13.19399777,-59.64129443,20,-0.7,173.7,-28.6
13.19399783,-59.6412944,20,-1.3,173.6,-28.6
13.19399786,-59.64129438,20,-1.2,173.7,-28.6
13.19399777,-59.64129452,20,-1,173.7,-28.6
13.19399776,-59.64129455,20,-0.9,173.7,-28.6
13.19399773,-59.64129461,20,-1,173.7,-28.6
13.1939977,-59.64129462,20,-1,173.7,-28.6
13.19399765,-59.64129464,20,-0.8,173.7,-28.6
13.19399763,-59.64129462,20,-0.5,173.8,-28.6
13.19399758,-59.64129463,20,-0.8,173.8,-28.6
13.19399758,-59.6412946,20,-0.8,173.8,-28.6
13.1939975,-59.64129473,20,-0.7,173.7,-28.6
13.1939975,-59.64129473,20,-0.7,173.7,-28.6
13.19399747,-59.64129477,20,-0.5,173.7,-28.6
13.19399743,-59.6412948,20,-0.3,173.7,-28.6
13.19399747,-59.6412948,20,-0.2,173.6,-28.6
13.19399743,-59.6412948,20,0,173.7,-28.6
13.19399748,-59.64129479,20,0,173.6,-28.6
13.19399748,-59.64129479,20,0,173.7,-28.6
13.19399752,-59.64129467,20,-0.1,173.7,-28.6
13.19399752,-59.64129461,20,-0.1,173.7,-28.6
13.19399755,-59.64129467,20,0,173.6,-28.6
13.19399756,-59.64129463,20,0.2,173.6,-28.6
13.19399755,-59.64129471,20,0.3,173.6,-28.6
13.19399758,-59.64129471,20,0,173.6,-28.6
13.19399755,-59.64129459,20,-0.1,173.5,-28.6
13.19399753,-59.64129457,20,0.5,173.6,-28.6
13.1939975,-59.64129445,20,1.1,173.6,-28.6
13.19399751,-59.64129439,20,0.8,173.6,-28.6
13.19399744,-59.64129436,20,0.6,173.5,-28.6
13.1939974,-59.64129431,20,1.3,173.5,-28.7
13.19399744,-59.64129431,20,1.5,173.5,-28.6
13.19399747,-59.64129427,20,1,173.5,-28.6
13.19399743,-59.64129425,20,0.7,173.4,-28.6
13.19399742,-59.64129421,20,0.7,173.3,-28.6
13.19399741,-59.64129417,20,1.1,173.4,-28.6
13.19399741,-59.64129417,20,1.3,173.5,-28.6
13.19399739,-59.64129414,20,1.1,173.4,-28.6
13.19399738,-59.64129413,20,1.3,173.4,-28.6
13.19399732,-59.64129414,20,1.6,173.5,-28.6
13.19399731,-59.64129415,20,1.4,173.5,-28.7
13.1939972,-59.6412942,20,1.6,173.4,-28.7
13.19399716,-59.64129419,20,1.5,173.6,-28.6
13.19399706,-59.64129418,20,1.9,173.5,-28.6
13.19399698,-59.64129418,20,2.8,173.4,-28.6
13.19399694,-59.64129422,20,2.9,173.6,-28.6
13.19399688,-59.64129423,20,1.9,173.4,-28.7
13.19399692,-59.64129434,20,2.4,173.4,-28.7
13.19399691,-59.64129435,20,3,173.4,-28.6
13.19399693,-59.6412944,20,3.4,173.3,-28.6
13.19399695,-59.64129441,20,3.1,173.5,-28.6
13.19399701,-59.64129443,20,2.6,173.3,-28.6
13.19399705,-59.64129445,20,2,173.3,-28.6
13.19399699,-59.64129446,20,2.5,173.4,-28.7
13.193997,-59.64129445,20,3.2,173.3,-28.6
13.19399698,-59.64129445,20,3.6,173.3,-28.6
13.19399701,-59.64129445,20,2.7,173.3,-28.6
13.19399696,-59.6412945,20,2.4,173.3,-28.6
13.19399697,-59.64129449,20,2.3,173.4,-28.6
13.19399701,-59.64129455,20,2.7,173.3,-28.7
13.19399703,-59.64129456,20,2.8,173.3,-28.7
13.19399702,-59.64129459,20,3.1,173.3,-28.6
13.19399709,-59.6412946,20,2.4,173.3,-28.6
13.19399702,-59.64129452,20,1.7,173.3,-28.6
13.19399705,-59.64129448,20,2.2,173.3,-28.6
13.19399693,-59.64129454,20,2.7,173.3,-28.6
13.19399693,-59.64129458,20,2.3,173.2,-28.6
13.19399689,-59.64129472,20,1.7,173.2,-28.6
13.19399688,-59.64129478,20,2,173.3,-28.6
13.19399686,-59.64129478,20,2.7,173.4,-28.7
13.19399686,-59.64129479,20,3.1,173.3,-28.6
13.19399679,-59.64129477,20,2,173.2,-28.6
13.19399678,-59.64129476,20,1.2,173.5,-28.7
13.1939968,-59.64129479,20,2,173.2,-28.6
13.19399675,-59.64129475,20,3.1,173.2,-28.6
13.19399678,-59.64129469,20,3.4,173.4,-28.6
13.19399677,-59.64129465,20,2.6,173.3,-28.6
13.19399667,-59.64129459,20,3.2,173.1,-28.6
13.19399658,-59.64129456,20,4.4,173.1,-28.6
13.19399664,-59.64129463,20,5.6,173.2,-28.6
13.19399663,-59.64129463,20,6.4,172.9,-28.6
13.19399656,-59.64129463,20,6.9,173,-28.6
13.19399652,-59.64129469,20,5.6,172.9,-28.6
13.19399654,-59.64129473,20,4.5,172.9,-28.6
13.19399656,-59.6412948,20,3.8,173.2,-28.6
13.1939965,-59.64129478,20,3.9,173.1,-28.6
